author,title,source,type,doi
"HARLOS, J; BRUST, RA; GALLOWAY, TD","OBSERVATIONS ON A NEMATODE PARASITE OF AEDES-VEXANS (DIPTERA, CULICIDAE) IN MANITOBA",CANADIAN JOURNAL OF ZOOLOGY,J,https://doi.org/10.1139/z80-024
"Wang, Ju-hua; Xue, Xiu-heng; Li, Pei-ying",Research progress on nutrient transport and metabolism of Cryptosporidium.,Chinese Journal of Parasitology and Parasitic Diseases,J,NA
"BAWDEN, FC; KASSANIS, B",SOME EFFECTS OF HOST NUTRITION ON THE SUSCEPTIBILITY OF PLANTS TO INFECTION BY CERTAIN VIRUSES,ANNALS OF APPLIED BIOLOGY,J,https://doi.org/10.1111/j.1744-7348.1950.tb00949.x
"Abdul-Hamed, S.N.",Studies on the effect of host dietary factors on the host-parasite relationship between Heterakis gallinarum (Nematoda: Heterakidae) and the chicken.,Dissertation Abstracts International B Sciences and Engineering,J,NA
"CROMPTON, DWT; SINGHVI, A; KEYMER, A",EFFECTS OF HOST DIETARY FRUCTOSE ON EXPERIMENTALLY STUNTED MONILIFORMIS (ACANTHOCEPHALA),INTERNATIONAL JOURNAL FOR PARASITOLOGY,J,https://doi.org/10.1016/0020-7519(82)90006-6
"Keymer, A.",Helminth population biology and host nutrition.,"Parasites -- their world and ours. Volume II. Plenary and discipline lectures and abstracts, 5th International Congress of Parasitology, Toronto, Canada, 7-14 August, 1982, under the auspices of the World Federation of Parasitologists.",J,NA
"GORDON, R; SQUIRES, JM; BABIE, SJ; BURFORD, IR","EFFECTS OF HOST DIET ON ROMANOMERMIS-CULICIVORAX, A MERMITHID PARASITE OF MOSQUITOS",JOURNAL OF NEMATOLOGY,J,NA
"HAWKING, F.","Milk diet, p-aminobenzoic acid, and malaria (P. berghei)",BRIT MED JOUR,J,NA
"Storey, D. M.; Kershaw, W. E.; Bingham, A.",The effects of nutrition on the host-parasite relations in cotton rat filariasis.,"Third International Congress of Parasitology. Munich, August 25-31 1974. Proceedings, Vol. 2.",J,NA
"Asghar, M. N.",Interactions between host nutrition and the pathophysiology of gastrointestinal helminthiasis: a review.,Interactions between host nutrition and the pathophysiology of gastrointestinal helminthiasis: a review.,J,NA
"Dobosz, Renata",Plant Parasitic Nematodes,Soil Sickness,B,NA
"Bixapathi, V.; Surender Reddy, K.; Anil Kumar, M.",Post helminth infection changes on the nitrogen metabolism in Calotes versicolor.,Journal of Nature Conservation,J,NA
"McDermid, J. M.; Hennig, B. J.; Sande, M. van der; Hill, A. V. S.; Whittle, H. C.; Jaye, A.; Prentice, A. M.",Host iron redistribution as a risk factor for incident tuberculosis in HIV infection: an 11-year retrospective cohort study.,BMC Infectious Diseases,J,NA
"Maul, JD; Gandhi, JP; Farris, JL","Community-level physiological profiles of cloacal microbes in songbirds (Order : Passeriformes): Variation due to host species, host diet, and habitat",MICROBIAL ECOLOGY,J,https://doi.org/10.1007/s00248-004-0076-9
"Tachon, S.; Marco, M.",Persistence and Activity of LactoBacillus plantarum WCFS1 in the Mouse Gut Depend on the Host Diet,Abstracts of the General Meeting of the American Society for Microbiology,J,NA
"Shostak, A. W.; Walsh, J. G.; Wong, Y. C.",Manipulation of host food availability and use of multiple exposures to assess the crowding effect on Hymenolepis diminuta in Tribolium confusum,PARASITOLOGY,J,https://doi.org/10.1017/S0031182008004459
"Berry, C. I.; Dargie, J. D.",The role of host nutrition in the pathogenesis of liver fluke anaemia.,Nuclear techniques in animal production and health.,J,NA
"ORR, DB; BOETHEL, DJ; JONES, WA","BIOLOGY OF TELENOMUS-CHLOROPUS (HYMENOPTERA, SCELIONIDAE) FROM EGGS OF NEZARA-VIRIDULA (HEMIPTERA, PENTATOMIDAE) REARED ON RESISTANT AND SUSCEPTIBLE SOYBEAN GENOTYPES",CANADIAN ENTOMOLOGIST,J,https://doi.org/10.4039/Ent1171137-9
"Schmidt, Imke H. E.; Gildhorn, Claudia; Boening, Martha A. L.; Kulow, Vera A.; Steinmetz, Ivo; Bast, Antje",Burkholderia pseudomallei modulates host iron homeostasis to facilitate iron availability and intracellular survival,PLOS NEGLECTED TROPICAL DISEASES,J,https://doi.org/10.1371/journal.pntd.0006096
"Venkatachalam, P S",Relationship between host nutrition and intestinal helminths.,Indian journal of medical sciences,J,NA
"van Emden, H.F.",The interaction of plant resistance and natural enemies: effects on populations of sucking insects.,Interactions of plant resistance and parasitoids and predators of insects.,B,NA
"Coltherd, Jennifer C.; Babayan, Simon A.; Buenger, Lutz; Kyriazakis, Ilias; Allen, Judith E.; Houdijk, Jos G. M.","Interactive effects of protein nutrition, genetic growth potential and Heligmosomoides bakeri infection pressure on resilience and resistance in mice",PARASITOLOGY,J,https://doi.org/10.1017/S0031182011000990
"Sadykhov, I. A.",Effect of the nutrition of wild fur-bearing animals in the Azerbaidzhan SSR on their helminth fauna.,Problemy parazitologii. Trudy VII Nauchnoi Konferentsii Parazitologov USSR. Part II.,J,NA
"SINGH, R",INFLUENCE OF NITROGEN SUPPLY ON HOST SUSCEPTIBILITY TO TOBACCO MOSAIC VIRUS INFECTION,PHYTON-ANNALES REI BOTANICAE,J,NA
Poly Saha; Srikanta Das,Effect of altering host plant nutrition sources against early blight (Alternaria solani Ell. and Mart.) disease severity and yield of tomato.,Journal of Soils and Crops,J,NA
"Altizer, Sonia; Becker, Daniel J.; Epstein, Jonathan H.; Forbes, Kristian M.; Gillespie, Thomas R.; Hall, Richard J.; Hawley, Dana M.; Hernandez, Sonia M.; Martin, Lynn B.; Plowright, Raina K.; Satterfield, Dara A.; Streicker, Daniel G.",Food for contagion: synthesis and future directions for studying host-parasite responses to resource shifts in anthropogenic environments.,Royal Society Philosophical Transactions Biological Sciences,J,NA
"Agoro, Rafiou; Mura, Catherine","Iron Supplementation Therapy, A Friend and Foe of Mycobacterial Infections?",PHARMACEUTICALS,J,https://doi.org/10.3390/ph12020075
"Yoshida, M.",Carbohydrate metabolism of rumen ciliate Protozoa.,Bulletin of the Nippon Veterinary and Zootechnical College,J,NA
"Yih, W; Coats, DW","Infection of Gymnodinium sanguineum by the dinoflagellate Amoebophrya sp.: Effect of nutrient environment on parasite generation time, reproduction, and infectivity",JOURNAL OF EUKARYOTIC MICROBIOLOGY,J,https://doi.org/10.1111/j.1550-7408.2000.tb00082.x
"Gobin, J; Wong, DK; Gibson, BW; Horwitz, MA",Characterization of exochelins of the Mycobacterium bovis type strain and BCG substrains,INFECTION AND IMMUNITY,J,NA
"Henriques, Silvia F.; Dhakan, Darshan B.; Serra, Lucia; Francisco, Ana Patricia; Carvalho-Santos, Zita; Baltazar, Celia; Elias, Ana Paula; Anjos, Margarida; Zhang, Tong; Maddocks, Oliver D. K.; Ribeiro, Carlos",Metabolic cross-feeding in imbalanced diets allows gut microbes to improve reproduction and alter host behaviour,"NATURE COMMUNICATIONS",J,https://doi.org/10.1038/s41467-020-18049-9
"KASIMOV, G. B.; FEIZULLAEV, N. A.",Dependence of the helminth fauna of birds in the Kura-Araksinsk lowlands on host diet.,Issledovaniya po Gel'mintologii v Azerbaidzhane,J,NA
"Hite, Jessica L.; Cressler, Clayton E.",Parasite-Mediated Anorexia and Nutrition Modulate Virulence Evolution,INTEGRATIVE AND COMPARATIVE BIOLOGY,J,https://doi.org/10.1093/icb/icz100
"Hantke, Klaus",Bacterial Handling of Host Nutrients: the Iron Paradigm,Bacterial Pathogenesis: Molecular and Cellular Mechanisms,B,NA
"RICKARD, SF; WALKER, JC",MODE OF INOCULATION AND HOST NUTRITION IN RELATION TO BACTERIOL WILT OF BEAN,PHYTOPATHOLOGY,J,NA
"Poulin, Robert; George-Nascimento, Mario",The scaling of total parasite biomass with host body mass,INTERNATIONAL JOURNAL FOR PARASITOLOGY,J,https://doi.org/10.1016/j.ijpara.2006.11.009
"Kuklin, V. V.; Kuklina, M. M.; Marasaev, S. F.; Kisova, N. E.","Seasonal helminthfauna dynamics of the gulls, Genus Larus in the Barents Sea (on the example of the West Murman)",Doklady Akademii Nauk,J,NA
"BAINBRIDGE, A",EFFECT OF NITROGEN NUTRITION OF HOST ON BARLEY POWDERY MILDEW,PLANT PATHOLOGY,J,https://doi.org/10.1111/j.1365-3059.1974.tb01842.x
"CROMPTON, DWT; PARSHAD, VR; NESHEIM, MC",GROWTH OF MONILIFORMIS (ACANTHOCEPHALA) IN RATS FED ON DIETS CONTAINING VARIOUS SUGARS,PARASITOLOGY,J,NA
"Couch, Claire E.; Stagaman, Keaton; Spaan, Robert S.; Combrink, Henri J.; Sharpton, Thomas J.; Beechler, Brianna R.; Jolles, Anna E.",Diet and gut microbiome enterotype are associated at the population level in African buffalo,"NATURE COMMUNICATIONS",J,https://doi.org/10.1038/s41467-021-22510-8
"BERRY, CI; DARGIE, JD",ROLE OF HOST NUTRITION IN PATHOGENESIS OF OVINE FASCIOLIASIS,VETERINARY PARASITOLOGY,J,https://doi.org/10.1016/0304-4017(76)90061-3
AGUR M,EFFECT OF SOME BIOLOGICALLY ACTIVE FACTORS ON THE SYNTHESIS OF POTATO VIRUS N,Eesti NSV Teaduste Akadeemia Toimetised Bioloogia,J,NA
"Ma, Yi-Cheng; Dai, Li-Li; Qiu, Bei-Bei; Zhou, Ying; Zhao, Yu-Qiang; Ran, Yu; Zhang, Ke-Qin; Zou, Cheng-Gang",TOR functions as a molecular switch connecting an iron cue with host innate defense against bacterial infection,PLOS GENETICS,J,https://doi.org/10.1371/journal.pgen.1009383
"Porath-Krause, Anita; Campbell, Ryan; Shoemaker, Lauren; Sieben, Andrew; Strauss, Alexander T.; Shaw, Allison K.; Seabloom, Eric W.; Borer, Elizabeth T.","Pliant pathogens: Estimating viral spread when confronted with new vector, host, and environmental conditions",ECOLOGY AND EVOLUTION,J,https://doi.org/10.1002/ece3.7178
"SCHATZ, S","THE LAMINARIA-PHYCOMELAINA HOST-PARASITE ASSOCIATION - SEASONAL PATTERNS OF INFECTION, GROWTH AND CARBON AND NITROGEN STORAGE IN THE HOST",HELGOLANDER MEERESUNTERSUCHUNGEN,J,NA
SINGH R S; CHAUBE H S; SINGH N; ASNANI V L; SINGH R,OBSERVATIONS ON THE EFFECT OF HOST NUTRITION AND SEED SOIL AND FOLIAR TREATMENTS ON THE INCIDENCE OF DOWNY MILDEWS PART 1 A PRELIMINARY REPORT,Indian Phytopathology,J,NA
"Saunders, LM; Tompkins, DM; Hudson, PJ",The dynamics of nematode transmission in the red grouse (Lagopus lagopus scoticus): studies on the recovery of Trichostrongylus tenuis larvae from vegetation,JOURNAL OF HELMINTHOLOGY,J,https://doi.org/10.1017/S0022149X99000268
"Haley, Kathryn P.; Gaddy, Jennifer A.",Nutrition and Helicobacter pylori: Host Diet and Nutritional Immunity Influence Bacterial Virulence and Disease Outcome,GASTROENTEROLOGY RESEARCH AND PRACTICE,J,https://doi.org/10.1155/2016/3019362
"Adams, Clifford A.",Nutrition-based health in animal production,NUTRITION RESEARCH REVIEWS,J,https://doi.org/10.1079/NRR2005115
"Timofeev, S.F.",Quantitative indices of the infection with gregarinids (Sporozoa: Gregarinina) in the euphausiid Thysanoessa raschii (Crustacea: Euphausiacea).,Parazitologiya (St. Petersburg),J,NA
"Alizon, Samuel",PARASITE CO-TRANSMISSION AND THE EVOLUTIONARY EPIDEMIOLOGY OF VIRULENCE,EVOLUTION,J,https://doi.org/10.1111/j.1558-5646.2012.01827.x
Pang Fang; Xia Wei-Kang; He Min; Qi Shan-Shan; Dai Zhi-Cong; Du Dao-Lin,Nitrogen-fixing bacteria alleviates competition between arbuscular mycorrhizal fungi and Solidago canadensis for nutrients under nitrogen limitation,Chinese Journal of Plant Ecology,J,https://doi.org/10.17521/cjpe.2020.0114
"Brown, JS; Holden, DW",Iron acquisition by Gram-positive bacterial pathogens,MICROBES AND INFECTION,J,https://doi.org/10.1016/S1286-4579(02)01640-4
"Randall, J; Cable, J; Guschina, I A; Harwood, J L; Lello, J",Endemic infection reduces transmission potential of an epidemic parasite during co-infection.,Proceedings. Biological sciences,J,https://doi.org/10.1098/rspb.2013.1500
"SCHNEIDER, HOWARD A.",Host nutrition as a factor in infectious disease,PROC ANIMAL CARE PANEL,J,NA
LEE K T; LITTLE M D; BEAVER P C,INTRA CELLULAR MUSCLE FIBER HABITAT OF ANCYLOSTOMA-CANINUM LARVAE IN THE VERTEBRATE HOST SUPPLEMENT,Korean Journal of  Parasitology,J,NA
"Seeber, Frank; Limenitakis, Julien; Soldati-Favre, Dominique","Apicomplexan mitochondrial metabolism: a story of gains, losses and retentions",TRENDS IN PARASITOLOGY,J,https://doi.org/10.1016/j.pt.2008.07.004
"Zhao, Hong; Konishi, Aki; Fujita, Yukiko; Yagi, Masanori; Ohata, Keiichi; Aoshi, Taiki; Itagaki, Sawako; Sato, Shintaro; Narita, Hirotaka; Abdelgelil, Noha H.; Inoue, Megumi; Culleton, Richard; Kaneko, Osamu; Nakagawa, Atsushi; Horii, Toshihiro; Akira, Shizuo; Ishii, Ken J.; Coban, Cevayir",Lipocalin 2 Bolsters Innate and Adaptive Immune Responses to Blood-Stage Malaria Infection by Reinforcing Host Iron Metabolism,CELL HOST & MICROBE,J,https://doi.org/10.1016/j.chom.2012.10.010
"Cardoso, Thiago dos Santos; de Andreazzi, Cecilia Siliansky; Maldonado Junior, Arnaldo; Gentile, Rosana",Functional traits shape small mammal-helminth network: patterns and processes in species interactions,PARASITOLOGY,J,https://doi.org/10.1017/S0031182021000640
"Banerjee, Sharmistha; Farhana, Aisha; Ehtesham, Nasreen Z.; Hasnain, Seyed E.","Iron acquisition, assimilation and regulation in mycobacteria",INFECTION GENETICS AND EVOLUTION,J,https://doi.org/10.1016/j.meegid.2011.02.016
"Miranda, Victoria A.; Navarro, Patricia D.; Davidowitz, Goggy; Bronstein, Judith; Stock, S. Patricia",Effect of insect host age and diet on the fitness of the entomopathogenic nematode-bacteria mutualism,SYMBIOSIS,J,https://doi.org/10.1007/s13199-013-0266-7
"Smith, VH; Holt, RD",Resource competition and within-host disease dynamics,TRENDS IN ECOLOGY & EVOLUTION,J,https://doi.org/10.1016/0169-5347(96)20067-9
"Park, A. W.",Food web structure selects for parasite host range,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,J,https://doi.org/10.1098/rspb.2019.1277
"Logan, A; Ruiz-Gonzalez, MX; Brown, MJF",The impact of host starvation on parasite development and population dynamics in an intestinal trypanosome parasite of bumble bees,PARASITOLOGY,J,https://doi.org/10.1017/S0031182005007304
"LAVOIPIERRE, MMJ",MALARIA AND PAB IN THE DIET,TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,J,https://doi.org/10.1016/0035-9203(54)90148-0
"Ghani, Idris Bin Abd.; Grafius, Edward J.","Influence of host food plant on Diadegma insulare (Cresson), a parasitoid of diamondback moth, Plutella xylostella (L.)",Malaysian Applied Biology,J,NA
"Gobin, Jovana; Moore, Christopher; Reeve., Moseph R., Jr.; Wong, Diane; Gibson, Bradford W.; Horwitz, Marcus A.",Exochelins of Mycobacterium tuberculosis: Characterization and demonstration of their capacity to remove iron from host iron-binding proteins,Journal of Cellular Biochemistry Supplement,J,NA
"SNELLER, VP; DADD, RH",BRUGIA-PAHANGI - DEVELOPMENT IN AEDES-AEGYPTI REARED AXENICALLY ON A DEFINED SYNTHETIC DIET,EXPERIMENTAL PARASITOLOGY,J,https://doi.org/10.1016/0014-4894(81)90105-3
"Aarnio, Martii; Soveri, Timo",The effects of winter feeding on mountain hares.,"Global trends in wildlife management. 18th IUGB Congress, Jagiellonian University. Krakow, Poland: August 1987. Transactions Vol. 1.",B,NA
"Greenspoon, Philip B.; Banton, Sydney; Mideo, Nicole",Immune system handling time may alter the outcome of competition between pathogens and the immune system,JOURNAL OF THEORETICAL BIOLOGY,J,https://doi.org/10.1016/j.jtbi.2018.03.010
"Rifaat, M.A.; Madhi, A.H.; Nasr, N.T.","The effect of diet on the course of blood-induced Plasmodium berghei infection in white mice. 4-pyridoxine, folic acid and nicotinic acid.",Journal of the Egyptian Society of Parasitology,J,NA
"Zanette, Liana; Clinchy, Michael",Food supplementation leads to bottom-up and top-down food-host-parasite interactions,JOURNAL OF ANIMAL ECOLOGY,J,https://doi.org/10.1111/j.1365-2656.2010.01724.x
"Iyeshko, Ye.P.; Anikiyeva, L.V.; Bushman, L.G.",The use of parasitological data for estimating the nutritional requirements of the vendance Coregonus albula L.,Voprosy Ikhtiologii,J,NA
"Becker, E. R.",Diet and the intensity of coccidian infection.,Report Proceedings II International Congress of Microbiology 1936 (London),J,NA
"MAEGRAITH, B",MALARIA AND PAB IN THE DIET - REPLY,TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,J,https://doi.org/10.1016/0035-9203(54)90078-4
"FUHRER, E","PHYSIOLOGICAL INTERRELATIONSHIPS BETWEEN PIERIS-BRASSICAE AND ITS ENDO-PARASITE, APANTELESGLOMERATUS .2. THE EFFECT OF PARASITISM ON HOST NUTRITION",ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,J,NA
"Monier, Adam; Chambouvet, Aurelie; Milner, David S.; Attah, Victoria; Terrado, Ramon; Lovejoy, Connie; Moreau, Herve; Santoro, Alyson E.; Derelle, Evelyne; Richards, Thomas A.",Host-derived viral transporter protein for nitrogen uptake in infected marine phytoplankton,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,J,https://doi.org/10.1073/pnas.1708097114
"Vagenas, D.; Bishop, S. C.; Kyriazakis, I.",A model to account for the consequences of host nutrition on the outcome of gastrointestinal parasitism in sheep: logic and concepts,PARASITOLOGY,J,https://doi.org/10.1017/S0031182007002570
"Irving, Louis J.; Kim, Dongsook; Schwier, Nicholas; Vaughan, Julia K. E.; Ong, Gracialine; Hama, Takeo",Host nutrient supply affects the interaction between the hemiparasite Phtheirospermum japonicum and its host Medicago sativa,ENVIRONMENTAL AND EXPERIMENTAL BOTANY,J,https://doi.org/10.1016/j.envexpbot.2019.02.014
"Medley, GF",The epidemiological consequences of optimisation of the individual host immune response,PARASITOLOGY,J,https://doi.org/10.1017/S0031182002002354
"Glendinning, Laura; Nausch, Norman; Free, Andrew; Taylor, David W.; Mutapi, Francisca",The microbiota and helminths: sharing the same niche in the human host,PARASITOLOGY,J,https://doi.org/10.1017/S0031182014000699
"REDHEAD, K; HILL, T; CHART, H",INTERACTION OF LACTOFERRIN AND TRANSFERRINS WITH THE OUTER-MEMBRANE OF BORDETELLA-PERTUSSIS,JOURNAL OF GENERAL MICROBIOLOGY,J,NA
"Martino, Maria Elena; Joncour, Pauline; Leenay, Ryan; Gervais, Hugo; Shah, Malay; Hughes, Sandrine; Gillet, Benjamin; Beisel, Chase; Leulier, Francois",Bacterial Adaptation to the Host's Diet Is a Key Evolutionary Force Shaping Drosophila-Lactobacillus LESymbiosis,CELL HOST & MICROBE,J,https://doi.org/10.1016/j.chom.2018.06.001
"BRAMANTI, TE; HOLT, SC",ROLES OF PORPHYRINS AND HOST IRON TRANSPORT PROTEINS IN REGULATION OF GROWTH OF PORPHYROMONAS-GINGIVALIS W50,JOURNAL OF BACTERIOLOGY,J,https://doi.org/10.1128/jb.173.22.7330-7339.1991
"Liu, Zhuoming; Reba, Scott; Chen, Wei-Dong; Porwal, Suheel Kumar; Boom, W. Henry; Petersen, Robert B.; Rojas, Roxana; Viswanathan, Rajesh; Devireddy, L.","Regulation of mammalian siderophore 2,5-DHBA in the innate immune response to infection",JOURNAL OF EXPERIMENTAL MEDICINE,J,https://doi.org/10.1084/jem.20132629
"Rosenzweig, P.A.","Parasitism and diet in the tiger snake, Notechis scutatus.",South Australian Naturalist,J,NA
"Gonzalez Valenzuela, M.; Roche, R.; Simanca, M.E.",Capacidad de parasitacion por Pteromalus sp. en condiciones de laboratorio.,Ciencias de la Agricultura,J,NA
